figure_file	public_repository_path	source_script	source_code_section	original_output_path	file_format	file_size	sha256	figure_status	manuscript_mapping	mapping_confidence	notes
mouse5_Ifnb1.jpeg	figures/generated/feature_plots/mouse5_Ifnb1.jpeg	scripts/02_feature_plots/FeaturePlots_Flu.R	Cytokine feature plot	Withheld institutional output directory	JPEG	482643	b4e5a5f6e92071b8acd1627c00616fa722e6e83f97182a628078d6e339cee139	Included	Unresolved	None	Recovered existing exact-named output; 1417x1417
mouse5_Cxcl1.jpeg	figures/generated/feature_plots/mouse5_Cxcl1.jpeg	scripts/02_feature_plots/FeaturePlots_Flu.R	Cytokine feature plot	Withheld institutional output directory	JPEG	485576	4513dfb9f87f5b7c1d45bea8bc8bda7d12b021e42be282757e19c160c69d7d4d	Included	Unresolved	None	Recovered existing exact-named output; 1417x1417
mouse5_Il10.jpeg	figures/generated/feature_plots/mouse5_Il10.jpeg	scripts/02_feature_plots/FeaturePlots_Flu.R	Cytokine feature plot	Withheld institutional output directory	JPEG	486056	c0e536fa61953ca21ef2f46ee22ac8d9302dcd21315e6312881ef249c9c0dd97	Included	Unresolved	None	Recovered existing exact-named output; 1417x1417
mouse5_Il1b.jpeg	figures/generated/feature_plots/mouse5_Il1b.jpeg	scripts/02_feature_plots/FeaturePlots_Flu.R	Cytokine feature plot	Withheld institutional output directory	JPEG	499934	568971abcf6412c4ecaf112614a800824b23dbf6a68c09dd69ef6823796373a8	Included	Unresolved	None	Recovered existing exact-named output; 1417x1417
mouse1_Igkc.jpeg	figures/generated/feature_plots/mouse1_Igkc.jpeg	scripts/02_feature_plots/FeaturePlots_Flu.R	B-cell-associated feature plot	Withheld institutional output directory	JPEG	499807	24ab6ff62979f6348a9d8dc7f0b1d6f3e8f884b44fc4a23c1fabc6fe0f8772f2	Included	Unresolved	None	Recovered existing exact-named output; 1417x1417
mouse1_Ighm.jpeg	figures/generated/feature_plots/mouse1_Ighm.jpeg	scripts/02_feature_plots/FeaturePlots_Flu.R	B-cell-associated feature plot	Withheld institutional output directory	JPEG	479972	f1aea6dab6428fb215552fb1a01b141dbd165e0dc085180c970fcb87fbded235	Included	Unresolved	None	Recovered existing exact-named output; 1417x1417
mouse1_Ighg2c.jpeg	figures/generated/feature_plots/mouse1_Ighg2c.jpeg	scripts/02_feature_plots/FeaturePlots_Flu.R	B-cell-associated feature plot	Withheld institutional output directory	JPEG	461484	ff0cd25000a7e90261acb70d10ab17de7d52aae6f94a82c054e973d3798b1039	Included	Unresolved	None	Recovered existing exact-named output; 1417x1417
mouse2_Igkc.jpeg	figures/generated/feature_plots/mouse2_Igkc.jpeg	scripts/02_feature_plots/FeaturePlots_Flu.R	B-cell-associated feature plot	Withheld institutional output directory	JPEG	435951	94102f938e06bb552de264fb5544f042d3a14a4dba5a816870e1cce391138aab	Included	Unresolved	None	Recovered existing exact-named output; 1417x1417
mouse2_Ighm.jpeg	figures/generated/feature_plots/mouse2_Ighm.jpeg	scripts/02_feature_plots/FeaturePlots_Flu.R	B-cell-associated feature plot	Withheld institutional output directory	JPEG	439988	55d1694aa47488c3d039ebb3f0b739edd484bd8405f42eccf30cc59d92af678d	Included	Unresolved	None	Recovered existing exact-named output; 1417x1417
mouse4_Igkc.jpeg	figures/generated/feature_plots/mouse4_Igkc.jpeg	scripts/02_feature_plots/FeaturePlots_Flu.R	B-cell-associated feature plot	Withheld institutional output directory	JPEG	874739	d3b0c157a7c04a5e6318333009083e571fa92babff2b35f69f1e48660bfec861	Included	Unresolved	None	Recovered existing exact-named output; 1417x1417
mouse4_Ighm.jpeg	figures/generated/feature_plots/mouse4_Ighm.jpeg	scripts/02_feature_plots/FeaturePlots_Flu.R	B-cell-associated feature plot	Withheld institutional output directory	JPEG	734385	05744b761a6d02e9d8ebb452baff37c90d574567e2a00b76a0e9eb178eb592dc	Included	Unresolved	None	Recovered existing exact-named output; 1417x1417
mouse4_Ighg2c.jpeg	figures/generated/feature_plots/mouse4_Ighg2c.jpeg	scripts/02_feature_plots/FeaturePlots_Flu.R	B-cell-associated feature plot	Withheld institutional output directory	JPEG	577301	85c71c4e89e75b76d77c1a328e770b314c96df991354d1896b527bcdf65d7e66	Included	Unresolved	None	Recovered existing exact-named output; 1417x1417
mouse5_Igkc.jpeg	figures/generated/feature_plots/mouse5_Igkc.jpeg	scripts/02_feature_plots/FeaturePlots_Flu.R	B-cell-associated feature plot	Withheld institutional output directory	JPEG	805976	9c83f2bb4f172c39587b7d3641cc88c57aea83687bb1af6e6a0675503671e7a7	Included	Unresolved	None	Recovered existing exact-named output; 1417x1417
mouse5_Ighm.jpeg	figures/generated/feature_plots/mouse5_Ighm.jpeg	scripts/02_feature_plots/FeaturePlots_Flu.R	B-cell-associated feature plot	Withheld institutional output directory	JPEG	676925	b08694dc64b3e44f8843581257f2e9c09f088e2b6b9ccd11d682d858a0bd031a	Included	Unresolved	None	Recovered existing exact-named output; 1417x1417
mouse5_Ighg2c.jpeg	figures/generated/feature_plots/mouse5_Ighg2c.jpeg	scripts/02_feature_plots/FeaturePlots_Flu.R	B-cell-associated feature plot	Withheld institutional output directory	JPEG	560385	61d96e139594aed5685b899afcbd7b0448d554df2f5094af97ae1fc728c0cf4f	Included	Unresolved	None	Recovered existing exact-named output; 1417x1417
PR8_viral_gene_expression_2_2.png	figures/generated/viral_transcript_mapping/PR8_viral_gene_expression_2_2.png	Not supplied	PR8 viral transcript mapping	Withheld institutional output directory	PNG	3172863	061b936b426cd0ccce5f07cb699be5ba7184fb64774651bf818ae9f57bfa9713	Included	Unresolved	None	Author-identified viral transcript mapping output; plotting source script was not supplied; 2400x2100
PR8_viral_gene_expression_2_3.png	figures/generated/viral_transcript_mapping/PR8_viral_gene_expression_2_3.png	Not supplied	PR8 viral transcript mapping	Withheld institutional output directory	PNG	2692635	246cfd14852f66e5f1e06f85dc95353b6979b1775cf45bdfafc91beb3f9d7e20	Included	Unresolved	None	Author-identified viral transcript mapping output; plotting source script was not supplied; 2400x2100
